"sim_index","valid_sim_index","rmse","cor_raw","cor_log","rank","pass_corr","rank_within_top10pct"
446,446,1.53886830359134,0.919525806179777,0.931416189391214,1,TRUE,1
1512,1512,1.5500142020635,0.832213737786823,0.929800178636512,2,TRUE,2
1819,1819,1.55324172044129,0.984373489949948,0.934515716384681,3,TRUE,3
2082,2082,1.55648831423755,0.225982569196115,0.928916919289045,4,TRUE,4
2085,2085,1.55648831423755,0.225982569196115,0.928916919289045,5,TRUE,5
2088,2088,1.55648831423755,0.225982569196115,0.928916919289045,6,TRUE,6
2091,2091,1.55648831423755,0.225982569196115,0.928916919289045,7,TRUE,7
2095,2095,1.55648831423755,0.225982569196115,0.928916919289045,8,TRUE,8
2111,2111,1.55648831423755,0.225982569196115,0.928916919289045,9,TRUE,9
1776,1776,1.57508492717937,0.983608475002294,0.935142921690312,10,TRUE,10
173,173,1.61740950747679,0.747213236711678,0.9229622468825,11,TRUE,11
1767,1767,1.6223550621567,0.970300568036243,0.926572368578131,12,TRUE,12
71,71,1.62694918605854,0.632028662762869,0.922140583348681,13,TRUE,13
1806,1806,1.6273246427864,0.970287950847583,0.925764376453978,14,TRUE,14
1807,1807,1.62900750827492,0.929004180644131,0.932203362447964,15,TRUE,15
1857,1857,1.62937837486181,0.928823256640894,0.932239423020818,16,TRUE,16
325,325,1.63014340504478,0.976562349891254,0.921758846068623,17,TRUE,17
2080,2080,1.63051782512448,-0.0032402493357481,0.921995296939853,18,TRUE,18
2083,2083,1.63051782512448,-0.0032402493357481,0.921995296939853,19,TRUE,19
2086,2086,1.63051782512448,-0.0032402493357481,0.921995296939853,20,TRUE,20
2089,2089,1.63051782512448,-0.0032402493357481,0.921995296939853,21,TRUE,21
2093,2093,1.63051782512448,-0.0032402493357481,0.921995296939853,22,TRUE,22
2109,2109,1.63051782512448,-0.0032402493357481,0.921995296939853,23,TRUE,23
531,531,1.63186798831645,0.875748285106465,0.921640729775827,24,TRUE,24
136,136,1.63206680622676,0.780183196197924,0.924466109848178,25,TRUE,25
384,384,1.6382822908572,0.613106703339442,0.92091291202755,26,TRUE,26
892,892,1.6386509559184,0.603684661076939,0.921306618164249,27,TRUE,27
1366,1366,1.6422250926456,0.960420071627343,0.920582057143763,28,TRUE,28
479,479,1.64379513231046,0.84118377771721,0.921775072603874,29,TRUE,29
1952,1952,1.65384614332327,0.54079037029635,0.924579491021216,30,TRUE,30
2011,2011,1.65384614332327,0.54079037029635,0.924579491021216,31,TRUE,31
1994,1994,1.65398337528144,0.20564319054732,0.920730967421822,32,TRUE,32
2077,2077,1.65398337528144,0.20564319054732,0.920730967421822,33,TRUE,33
441,441,1.65569688864763,0.739646608240775,0.920870174846288,34,TRUE,34
1553,1553,1.65706892170178,0.382143159204754,0.923875851914109,35,TRUE,35
373,373,1.65718948812201,0.96027320016381,0.921922977819901,36,TRUE,36
55,55,1.65906463650839,0.830645950192603,0.921559902099428,37,TRUE,37
335,335,1.65913786108362,0.623604035248789,0.918914831307401,38,TRUE,38
1101,1101,1.65983573557674,0.559719741380377,0.91871080995462,39,TRUE,39
1653,1653,1.65988577038674,0.559738011616211,0.918706379318876,40,TRUE,40
1436,1436,1.66445535464604,0.427646522197467,0.918521082139674,41,TRUE,41
1569,1569,1.66584169273599,0.560202585840565,0.918650031050785,42,TRUE,42
812,812,1.66962505749389,0.638759007758914,0.918793587812592,43,TRUE,43
315,315,1.66996380525449,0.96260387204383,0.919207424542408,44,TRUE,44
365,365,1.67024882293844,0.820789274859878,0.919311879009867,45,TRUE,45
1414,1414,1.67024882293844,0.820789274859878,0.919311879009867,46,TRUE,46
43,43,1.6703843289013,0.54271897353207,0.919537172352777,47,TRUE,47
1315,1315,1.67072469322023,0.931275959489544,0.921258751259444,48,TRUE,48
1639,1639,1.67470294593179,0.259460677565859,0.920941251517448,49,TRUE,49
1087,1087,1.6747178905676,0.260542687939911,0.920927509858859,50,TRUE,50
620,620,1.67472731640154,0.95266127601682,0.917419489243215,51,TRUE,51
1805,1805,1.67484161421558,0.71801187654874,0.92940094733779,52,TRUE,52
163,163,1.67506703225332,0.120939933955202,0.917398239148576,53,TRUE,53
2098,2098,1.67740092680891,-0.00268293078219958,0.917714887633853,54,TRUE,54
2101,2101,1.67740092680891,-0.00268293078219958,0.917714887633853,55,TRUE,55
2106,2106,1.67740092680891,-0.00268293078219958,0.917714887633853,56,TRUE,56
757,757,1.67962426550436,0.73393590297485,0.916717021499965,57,TRUE,57
398,398,1.67988234152074,0.205150908370561,0.916864410639053,58,TRUE,58
1381,1381,1.67989723147054,0.526596840163459,0.916747916460358,59,TRUE,59
470,470,1.68104908140387,0.512248222436458,0.916636232080168,60,TRUE,60
1502,1502,1.68111593944783,0.682934705274009,0.917052871389399,61,TRUE,61
1500,1500,1.68132687023561,0.604806635311619,0.917627654088699,62,TRUE,62
348,348,1.68194841433079,0.817727641383651,0.917063495833671,63,TRUE,63
1769,1769,1.6829313595947,0.241922263704188,0.921775910728437,64,TRUE,64
1832,1832,1.68386633893099,0.965239816522059,0.930803660824591,65,TRUE,65
723,723,1.68475885636133,0.729249768304455,0.921876884667288,66,TRUE,66
323,323,1.68481181589971,0.785088355234677,0.916822407681978,67,TRUE,67
1003,1003,1.684876339932,0.228264759018974,0.9169231854521,68,TRUE,68
744,744,1.68506743582556,0.14804191777103,0.916368594646833,69,TRUE,69
1356,1356,1.68566545997915,0.948029816135815,0.917083758123462,70,TRUE,70
141,141,1.68590794212027,0.772393985446286,0.917851793364519,71,TRUE,71
822,822,1.68694444658504,0.55929645676188,0.916073405455108,72,TRUE,72
1887,1887,1.68802484060727,0.523907072581392,0.923247355286098,73,TRUE,73
568,568,1.6887087300593,0.94350814664597,0.915731256899117,74,TRUE,74
517,517,1.69015357960704,0.110752134842685,0.915981299698453,75,TRUE,75
26,26,1.69041496767365,0.419562532386089,0.91927013897996,76,TRUE,76
797,797,1.69130526997336,0.276330590578788,0.918947747007428,77,TRUE,77
1866,1866,1.69230718958648,0.477657402260768,0.919187893116698,78,TRUE,78
284,284,1.69327898448882,0.83132507770163,0.920732621345376,79,TRUE,79
534,534,1.69451358820636,0.343593052838838,0.915789811428139,80,TRUE,80
1507,1507,1.69453534168489,0.546475603807169,0.917978659629764,81,TRUE,81
1562,1562,1.69558134023662,0.496205096672563,0.915242621593892,82,TRUE,82
1296,1296,1.69686572434743,0.0449435495877041,0.91765384510647,83,TRUE,83
1802,1802,1.69715861838193,0.865508143181252,0.93049929601033,84,TRUE,84
263,263,1.69737145931066,0.24483285376566,0.915770452130712,85,TRUE,85
599,599,1.69802421686238,0.386290362538929,0.914790058012257,86,TRUE,86
810,810,1.69975194354618,0.482837819303164,0.914834819476199,87,TRUE,87
1757,1757,1.69996849505869,0.978420637417782,0.914932226304917,88,TRUE,88
1396,1396,1.70163375338823,0.714741274550837,0.914550429133065,89,TRUE,89
576,576,1.70191327896767,0.128844952008317,0.914483880222733,90,TRUE,90
1761,1761,1.70427057488336,0.71271701684618,0.916348411969365,91,TRUE,91
792,792,1.70458836562992,0.763010930184283,0.914170983275077,92,TRUE,92
1452,1452,1.70528170760469,0.868426520394643,0.915497689609096,93,TRUE,93
1057,1057,1.7057499142603,0.678484513385126,0.914079426590058,94,TRUE,94
729,729,1.70591113636699,0.42078847960221,0.914173812083017,95,TRUE,95
849,849,1.70630629771676,0.156157576097293,0.917327468784039,96,TRUE,96
1582,1582,1.7065547132664,0.55749361000162,0.915690468104527,97,TRUE,97
366,366,1.70699958612865,0.0499918017255098,0.91445325170048,98,TRUE,98
435,435,1.70914731423012,0.980265986546394,0.914646212987934,99,TRUE,99
453,453,1.70922570826121,0.0827512975066289,0.917099833785546,100,TRUE,100
2081,2081,1.70981280421434,0.010951353929057,0.915285820949509,101,TRUE,101
2084,2084,1.70981280421434,0.010951353929057,0.915285820949509,102,TRUE,102
2087,2087,1.70981280421434,0.010951353929057,0.915285820949509,103,TRUE,103
2090,2090,1.70981280421434,0.010951353929057,0.915285820949509,104,TRUE,104
2092,2092,1.70981280421434,0.010951353929057,0.915285820949509,105,TRUE,105
2094,2094,1.70981280421434,0.010951353929057,0.915285820949509,106,TRUE,106
2110,2110,1.70981280421434,0.010951353929057,0.915285820949509,107,TRUE,107
1774,1774,1.71031038442418,0.192347306418193,0.914901312074688,108,TRUE,108
1864,1864,1.71180226015504,0.796653660471057,0.920257955599863,109,TRUE,109
665,665,1.71251197198007,0.769857058592969,0.913652051842735,110,TRUE,110
1423,1423,1.71294033745641,0.941265407737942,0.914813170762688,111,TRUE,111
487,487,1.71418715966479,0.847895928000859,0.913535429643134,112,TRUE,112
837,837,1.71422972660769,0.554410197264443,0.91598296814736,113,TRUE,113
1454,1454,1.71490220784258,0.127405836309989,0.913142080765126,114,TRUE,114
527,527,1.71648723863493,0.323091120369649,0.912898658903507,115,TRUE,115
327,327,1.71698660972924,0.300172919569634,0.915313745556629,116,TRUE,116
739,739,1.7171395541351,0.939387726984124,0.912803570981927,117,TRUE,117
649,649,1.71798191757356,0.567872460558714,0.91268539043955,118,TRUE,118
409,409,1.71814361098116,0.160233138663481,0.916211233517546,119,TRUE,119
573,573,1.71832682930897,0.822655161341486,0.912756245107414,120,TRUE,120
694,694,1.71876723472915,0.815539325775219,0.916285921499292,121,TRUE,121
41,41,1.71922823785251,0.505797546215363,0.912661529785459,122,TRUE,122
1811,1811,1.72055345958112,0.978028020648176,0.912884333233397,123,TRUE,123
1861,1861,1.72076520119513,0.866314724278047,0.919930429904937,124,TRUE,124
346,346,1.72151518658402,0.489893761005774,0.912419623592524,125,TRUE,125
1603,1603,1.72168001334599,0.710150860710492,0.912969744462874,126,TRUE,126
437,437,1.72205049194165,0.249070148542351,0.91485729462449,127,TRUE,127
269,269,1.72310015272484,0.0342984516187914,0.915160708392891,128,TRUE,128
701,701,1.72346951557116,0.215194352956894,0.912238564909101,129,TRUE,129
894,894,1.72350810917116,0.13281651270603,0.921998802102383,130,TRUE,130
1836,1836,1.72396999879023,0.0300893861100748,0.915779716548063,131,TRUE,131
234,234,1.72437945475164,0.952781777957954,0.912244792668043,132,TRUE,132
1271,1271,1.72439720108746,0.560258503969407,0.91307411434843,133,TRUE,133
1061,1061,1.72441969611297,0.653802095408689,0.91309365739048,134,TRUE,134
257,257,1.72481553762347,0.958736376728219,0.911921021707793,135,TRUE,135
1394,1394,1.72517859597314,0.442340562171793,0.912044857868404,136,TRUE,136
208,208,1.72542068769334,0.0859064719906844,0.915174732602557,137,TRUE,137
946,946,1.72569254448037,0.910313213913788,0.912198878070102,138,TRUE,138
196,196,1.72571284118143,0.739880501406203,0.912463949176817,139,TRUE,139
1958,1958,1.72588862064955,0.745286398243801,0.914752070655313,140,TRUE,140
2019,2019,1.72588862064955,0.745286398243801,0.914752070655313,141,TRUE,141
749,749,1.7263458124202,0.806364921496357,0.912176646217302,142,TRUE,142
292,292,1.72642423203335,0.132752835265875,0.91194324988453,143,TRUE,143
397,397,1.72683137309261,0.827359497878667,0.915232771267481,144,TRUE,144
331,331,1.72729810397754,0.845288642441118,0.912945744821957,145,TRUE,145
1374,1374,1.72729810397754,0.845288642441118,0.912945744821957,146,TRUE,146
675,675,1.7275234685159,0.277265926297531,0.912324114080613,147,TRUE,147
